Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pIC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,InChI,SMILES,updated,MOL_smiles,unique_id
QNJAKUMXJFWQOG-YNDYHMGXNA-N,CHEMBL201307,1956,A,6.1,chembl20,660976,9606,EGFR,1260,"InChI=1/C29H33FN6O4S/c1-39-25-14-23-24(15-26(25)40-11-3-8-36-9-6-19(17-37)7-10-36)32-18-33-28(23)35-29-31-16-22(41-29)13-27(38)34-21-5-2-4-20(30)12-21/h2,4-5,12,14-16,18-19,37H,3,6-11,13,17H2,1H3,(H,34,38)(H,31,32,33,35)/f/h34-35H",C1(OC)=C(C=C2C(C(=NC=N2)NC=3SC(=CN3)CC(NC=4C=C(C=CC4)F)=O)=C1)OCCCN5CCC(CC5)CO,,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,c86744a02b3de5085080051dc1ae814112d8a192
QNLDNZHJFQMGHT-SDRQFZCRNA-N,CHEMBL1173667,1956,A,5.28,chembl20,642443,9606,EGFR,1260,"InChI=1/C16H13Cl2N3OS/c17-12-6-3-10(7-13(12)18)14-8-15(21(20-14)16(19)23)9-1-4-11(22)5-2-9/h1-7,15,22H,8H2,(H2,19,23)/f/h19H2",C1C(C2=CC(=C(C=C2)Cl)Cl)=NN(C(N)=S)C1C=3C=CC(=CC3)O,,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(O)cc1,86d3cd16dd5c0fbe1d1cd6bafc228a68c316d872
QNOXYUNHIGOWNY-UHFFFAOYNA-N,CHEMBL71191,1956,N,4.6,chembl20,887868,9606,EGFR,1260,"InChI=1/C16H14N2O2/c1-19-15-8-12-13(9-16(15)20-2)18-14(10-17-12)11-6-4-3-5-7-11/h3-10H,1-2H3",N=1C=2C=C(OC)C(=CC2N=CC1C=3C=CC=CC3)OC,,COc1cc2ncc(-c3ccccc3)nc2cc1OC,09d88b96c74a6ae4fdc589d6e53f1a06388ebb48
QNUKRWAIZMBVCU-LUXCBXFANA-N,CHEMBL2002649,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C13H11N3O2/c1-18-9-2-3-12-10(5-9)11(13(17)16-12)4-8-6-14-7-15-8/h2-7H,1H3,(H,14,15)(H,16,17)/f/h15-16H",O=C1NC2=C(C1=CC=3NC=NC3)C=C(OC)C=C2,,COc1ccc2c(c1)C(=Cc1cnc[nH]1)C(=O)N2,001a97b6350cf591bd201d58c885faed1d1ec349
QNUKRWAIZMBVCU-MEEIMAAPNA-N,CHEMBL258805,1956,N,4.6,chembl20,887868,9606,EGFR,1260,"InChI=1/C13H11N3O2/c1-18-9-2-3-12-10(5-9)11(13(17)16-12)4-8-6-14-7-15-8/h2-7H,1H3,(H,14,15)(H,16,17)/b11-4-/f/h15-16H",N1C=NC=C1/C=C/2\C(=O)NC3=CC=C(OC)C=C23,,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,4155e2fcc7a9b0c099ef2123441d02e10f205a81
QNULKTUETCUJKC-WKAABZQDNA-N,CHEMBL113185,1956,A,5.29,chembl20,67068,9606,EGFR,1260,"InChI=1/C20H24N6O3/c1-27-16-10-14(11-17(28-2)19(16)29-3)25-20-23-8-6-15(26-20)13-4-5-18(24-12-13)22-9-7-21/h4-6,8,10-12H,7,9,21H2,1-3H3,(H,22,24)(H,23,25,26)/f/h22,25H",C=1(N=C(C=2C=NC(=CC2)NCCN)C=CN1)NC3=CC(OC)=C(C(=C3)OC)OC,,COc1cc(Nc2nccc(-c3ccc(NCCN)nc3)n2)cc(OC)c1OC,454d100a55303ed5c11133046192bb1b654c3ece
QNVUBJWWBBKDIS-PUXXYCQMNA-N,CHEMBL1797541,1956,A,6.6,chembl20,753968,9606,EGFR,1260,"InChI=1/C26H22BrN5O/c27-18-3-1-4-19(13-18)31-26-17(15-28)16-29-24-11-6-20(14-23(24)26)30-25(33)5-2-12-32(21-7-8-21)22-9-10-22/h1,3-4,6,11,13-14,16,21-22H,7-10,12H2,(H,29,31)(H,30,33)/f/h30-31H",C1(=CC=2C(=C(C=NC2C=C1)C#N)NC3=CC(=CC=C3)Br)NC(C#CCN(C4CC4)C5CC5)=O,,N#Cc1cnc2ccc(NC(=O)C#CCN(C3CC3)C3CC3)cc2c1Nc1cccc(Br)c1,83ad781196ef52c5fd33fa6744a3ede20f601994
QNZJDYVERIAXAI-YHMJCDSINA-N,CHEMBL1992323,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C10H5ClN2O2/c11-5-1-2-7-6(3-5)8-9(15-7)10(14)13-4-12-8/h1-4H,(H,12,13,14)/f/h14H",ClC=1C=C2C=3N=CN=C(O)C3OC2=CC1,,Oc1ncnc2c1oc1ccc(Cl)cc12,c694c94457f62da47c5e64a4062c2d463972fc8b
QODYJQFEHLYSCG-HXTKINSTNA-N,CHEMBL2333988,1956,A,5.03,chembl20,942124,9606,EGFR,1260,"InChI=1/C22H20N4O2/c1-27-20-11-18-19(12-21(20)28-2)24-13-25-22(18)26-17-9-5-15(6-10-17)14-3-7-16(23)8-4-14/h3-13H,23H2,1-2H3,(H,24,25,26)/f/h26H",O(C)C=1C=C2C(=NC=NC2=CC1OC)NC3=CC=C(C=C3)C=4C=CC(=CC4)N,,COc1cc2ncnc(Nc3ccc(-c4ccc(N)cc4)cc3)c2cc1OC,77b253401af32b5a4af6a71c3a98486eb9a1273b
QONPPIZSNSSCSK-SUZVEGRJNA-N,CHEMBL411903,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C21H17F4N7O/c22-14-6-3-12(21(23,24)25)9-16(14)32-20(33)30-13-4-1-11(2-5-13)15-7-8-27-19-17(31-15)18(26)28-10-29-19/h1-6,9-10H,7-8H2,(H2,30,32,33)(H3,26,27,28,29)/f/h27,30,32H,26H2",N=1C(=C2C(NCCC(C=3C=CC(NC(NC4=CC(=CC=C4F)C(F)(F)F)=O)=CC3)=N2)=NC1)N,,Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc1)CCN2,2f4f87481cfee0aa1c3868df0ab469e334967fb3
QOSLUZXSYUGPOU-PKSOQXRJNA-N,CHEMBL332269,1956,A,5.36,chembl20,66588,9606,EGFR,1260,"InChI=1/C18H18Cl2N4O/c1-3-4-8-21-18-22-10-11-9-12(17(25)24(2)16(11)23-18)15-13(19)6-5-7-14(15)20/h5-7,9-10H,3-4,8H2,1-2H3,(H,21,22,23)/f/h21H",N1(C=2N=C(NCCCC)N=CC2C=C(C1=O)C=3C(Cl)=CC=CC3Cl)C,,CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,be43c6f9617984f3f81695fabc1b982a8b1a9be1
QOYOSSAKTDDRJV-YHSKDTNENA-N,CHEMBL1242113,1956,A,5.19,chembl20,654933,9606,EGFR,1260,"InChI=1/C14H15N5O2/c1-3-19-14-11(13(15)16-7-17-14)12(18-19)8-4-5-10(21-2)9(20)6-8/h4-7,20H,3H2,1-2H3,(H2,15,16,17)/f/h15H2",N=1C=NC2=C(C1N)C(C=3C=C(C(=CC3)OC)O)=NN2CC,,CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc21,6b588005a4b3a3a9ddc6d929444a203b876412fc
QOZYZBRNUYGQNF-GAJRPKRDNA-N,CHEMBL62756,1956,N,4.82,chembl20,66565,9606,EGFR,1260,"InChI=1/C11H9N5/c12-10-9-11(14-6-13-10)16(7-15-9)8-4-2-1-3-5-8/h1-7H,(H2,12,13,14)/f/h12H2",N1(C2=C(C(N)=NC=N2)N=C1)C3=CC=CC=C3,,Nc1ncnc2c1ncn2-c1ccccc1,345290e7b93ce38961eece7b04838f05284b76ad
QPBVHOJHCCLHIT-VEORKLDJNA-N,70697160,1956,A,5.56067,pubchem,678508,9606,EGFR,1260,"InChI=1/C23H17ClN4O3/c24-14-4-3-5-15(10-14)27-22-17-11-16(8-9-18(17)25-13-26-22)28-23(29)21-12-30-19-6-1-2-7-20(19)31-21/h1-11,13,21H,12H2,(H,28,29)(H,25,26,27)/f/h27-28H",ClC=1C=C(NC2=NC=NC=3C2=CC(NC(=O)C4OC=5C(OC4)=CC=CC5)=CC3)C=CC1,,O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1COc2ccccc2O1,fd6a8f30d0133fe3972abd4f9934218211ffe874
QPLCRUVASBMTBI-NPQUBYNZNA-N,CHEMBL489308,1956,A,8.29,chembl20,493905,9606,EGFR,1260,"InChI=1/C17H13BrN4O2/c18-11-2-1-3-12(5-11)21-17-13-4-10-7-22(8-16(23)24)15(10)6-14(13)19-9-20-17/h1-6,9H,7-8H2,(H,23,24)(H,19,20,21)/f/h21,23H",N=1C=2C(=CC3=C(C2)N(C3)CC(=O)O)C(=NC1)NC=4C=C(C=CC4)Br,,O=C(O)CN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,a0b8ec7e4f610c871e8384b8f97655989f923cf9
QPNICESGZANARJ-MPIMZMORNA-N,CHEMBL140774,13649,A,5.1,chembl20,66895,10090,EGFR,1260,"InChI=1/C21H20N2O4/c24-17-7-9-19(25)15(10-17)13-22-16-6-8-20(26)18(11-16)21(27)23-12-14-4-2-1-3-5-14/h1-11,22,24-26H,12-13H2,(H,23,27)/f/h23H",C1(C(NCC=2C=CC=CC2)=O)=C(C=CC(NCC=3C(=CC=C(C3)O)O)=C1)O,,O=C(NCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,be3c789bb2c7d45ff89fba00f24a94aedeb26dcf
QPNYSIWOKUFJDJ-UHFFFAOYNA-N,CHEMBL2437291,1956,A,5.53,chembl20,987637,9606,EGFR,1260,"InChI=1/C22H24N4OS/c1-17-7-9-18(10-8-17)20-16-28-22(23)26(20)15-21(27)25-13-11-24(12-14-25)19-5-3-2-4-6-19/h2-10,16,23H,11-15H2,1H3",N1(C(=CSC1=N)C2=CC=C(C=C2)C)CC(N3CCN(CC3)C4=CC=CC=C4)=O,,Cc1ccc(-c2csc(=N)n2CC(=O)N2CCN(c3ccccc3)CC2)cc1,2ebd8b27f327d080d192af560a5124b4082bfeae
QPORZABOFXPRHM-LVGTVDSFNA-N,CHEMBL1980144,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C21H18N6O2S/c1-12-4-2-3-5-16(12)27-21(29)26-14-8-6-13(7-9-14)25-19(28)15-10-30-20-17(15)18(22)23-11-24-20/h2-11H,1H3,(H,25,28)(H2,22,23,24)(H2,26,27,29)/f/h25-27H,22H2",S1C2=NC=NC(N)=C2C(C(=O)NC=3C=CC(NC(=O)NC4=C(C=CC=C4)C)=CC3)=C1,,Cc1ccccc1NC(=O)Nc1ccc(NC(=O)c2csc3ncnc(N)c23)cc1,d3616ef977c4ede481c1789f5142067668b17315
QPOURHROVVCOHC-CYSPOYASNA-N,CHEMBL2178352,1956,A,9.22,chembl20,876721,9606,EGFR,1260,"InChI=1/C27H32N8/c1-33-15-17-34(18-16-33)22-13-11-21(12-14-22)29-26-28-19-24-25(32-26)35(23-9-5-6-10-23)27(31-24)30-20-7-3-2-4-8-20/h2-4,7-8,11-14,19,23H,5-6,9-10,15-18H2,1H3,(H,30,31)(H,28,29,32)/f/h29-30H",C=1C=C(C=CC1NC=2N=C3C(=CN2)N=C(N3C4CCCC4)NC=5C=CC=CC5)N6CCN(CC6)C,,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,66c6899185e642ee92879274a369137b1c1a19a5
QPPYSOHWFOUKPX-GYKBBPPENA-N,CHEMBL428777,1956,A,7.66,chembl20,463277,9606,EGFR,1260,"InChI=1/C25H24ClN5O3/c1-16(25(32)31(2)3)34-22-9-6-8-20-23(22)24(29-15-28-20)30-17-10-11-21(19(26)13-17)33-14-18-7-4-5-12-27-18/h4-13,15-16H,14H2,1-3H3,(H,28,29,30)/t16-/m1/s1/f/h30H",C1=C(C=2C(=NC=NC2C=C1)NC=3C=CC(OCC4=NC=CC=C4)=C(C3)Cl)O[C@@H](C(N(C)C)=O)C,,C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,ec9518ddafe103cf74ce7472be8f263355f5856e
QPQFPSZHEIFSMF-UHFFFAOYNA-N,90645475,1956,A,7.1349,pubchem,1158369,9606,EGFR,1260,"InChI=1/C18H21N3O2/c1-5-10-21(14-6-8-15(22-4)9-7-14)17-16-11-12(2)23-18(16)20-13(3)19-17/h6-9,11H,5,10H2,1-4H3",O1C=2N=C(N=C(N(CCC)C3=CC=C(OC)C=C3)C2C=C1C)C,,CCCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12,39a07c4540b0ea709d3434070a6fdb97909639ff
QPQXKYPXOWABMC-BEQMOXJMNA-N,CHEMBL2316141,1956,A,5.66,chembl20,934773,9606,EGFR,1260,"InChI=1/C22H21ClO3/c1-25-20-12-16(13-21(14-20)26-2)10-18-7-4-6-17(22(18)24)9-15-5-3-8-19(23)11-15/h3,5,8-14H,4,6-7H2,1-2H3/b17-9+,18-10+",C1(=CC(=CC(=C1)/C=C/2\CCC/C(/C2=O)=C\C3=CC(=CC=C3)Cl)OC)OC,,COc1cc(/C=C2\CCC/C(=C\c3cccc(Cl)c3)C2=O)cc(OC)c1,24e6ef1faf02606c2c1bc76923e308cc3b18f44c
QPTZMGCTRHKKJD-PUXXYCQMNA-N,CHEMBL2005375,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C28H38N6O3/c1-4-22-27(36)33(2)23-17-29-28(32-25(23)34(22)20-12-8-9-13-20)31-21-15-14-18(16-24(21)37-3)26(35)30-19-10-6-5-7-11-19/h14-17,19-20,22H,4-13H2,1-3H3,(H,30,35)(H,29,31,32)/f/h30-31H",O=C1N(C=2C(N(C1CC)C3CCCC3)=NC(=NC2)NC4=C(OC)C=C(C=C4)C(=O)NC5CCCCC5)C,,CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCCC4)cc3OC)nc2N1C1CCCC1,78446e0988122d78aff58e2573aa32728cd9819e
QPXWFPKBHJKCTE-UHFFFAOYNA-N,CHEMBL77825,1956,N,3.22,chembl20,66720,9606,EGFR,1260,"InChI=1/C10H8N4O/c1-15-10-4-2-8(3-5-10)13-14-9(6-11)7-12/h2-5,13H,1H3",C(=NNC=1C=CC(=CC1)OC)(C#N)C#N,,COc1ccc(NN=C(C#N)C#N)cc1,a76d48c2766c919ef3f6719c93f4f2add40d1fbd
QPZURRPXZSPBJE-JLOFHYGUNA-N,CHEMBL1241300,1956,N,4.0,chembl20,654933,9606,EGFR,1260,"InChI=1/C12H11N5O2/c1-19-8-3-2-6(4-7(8)18)10-9-11(13)14-5-15-12(9)17-16-10/h2-5,18H,1H3,(H3,13,14,15,16,17)/f/h16H,13H2",N1=C(C2=C(C=3C=C(C(=CC3)OC)O)NN=C2N=C1)N,,COc1ccc(-c2[nH]nc3ncnc(N)c23)cc1O,8fe535201c2c00f27c1b8456df93022cdeceb0eb
QQBKALJLRAEGBT-VEWCPZSHNA-N,CHEMBL308582,1956,A,6.26,chembl20,67042,9606,EGFR,1260,"InChI=1/C14H13FN4/c1-8-9(2)18-13-12(8)14(17-7-16-13)19-11-5-3-4-10(15)6-11/h3-7H,1-2H3,(H2,16,17,18,19)/f/h18-19H",C12=C(NC(=C1C)C)N=CN=C2NC3=CC(F)=CC=C3,,Cc1[nH]c2ncnc(Nc3cccc(F)c3)c2c1C,88d30ccc4a34e4bf0861d2749b543ba00393eaa0
QQDKYSNDWYIWJF-LQFNOIFHNA-N,CHEMBL1683955,1956,A,7.77,chembl20,728730,9606,EGFR,1260,"InChI=1/C19H17ClFN3O/c1-12-13(2)22-11-23-19(12)24-16-6-7-18(17(20)9-16)25-10-14-4-3-5-15(21)8-14/h3-9,11H,10H2,1-2H3,(H,22,23,24)/f/h24H",C=1(C(NC2=CC=C(OCC3=CC(=CC=C3)F)C(Cl)=C2)=NC=NC1C)C,,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C,599d910010e707b2208caa0fbe83e051db97ab13
QQJZIMVTIBWSMO-CYGWQOGRNA-N,71717689,1956,A,6.83268,pubchem,734224,9606,EGFR,1260,"InChI=1/C16H13N5/c17-16-20-14(18-10-6-2-1-3-7-10)13-11-8-4-5-9-12(11)19-15(13)21-16/h1-9H,(H4,17,18,19,20,21)/f/h18-19H,17H2",N1C=2C(C3=C1N=C(N=C3NC4=CC=CC=C4)N)=CC=CC2,,Nc1nc(Nc2ccccc2)c2c(n1)[nH]c1ccccc12,501e9cdcfc109c39b3af7bb46fd44033cdc3f2d8
QQLKULDARVNMAL-LNNLXFCONA-N,CHEMBL2087361,1956,A,8.7,chembl20,840626,9606,EGFR,1260,"InChI=1/C22H21N3O4/c1-2-16-4-3-5-17(12-16)25-22-18-13-20-21(14-19(18)23-15-24-22)29-11-9-27-7-6-26-8-10-28-20/h1,3-5,12-15H,6-11H2,(H,23,24,25)/f/h25H",C1OCCOCCOC=2C=C3C(N=CN=C3NC=4C=C(C=CC4)C#C)=CC2OC1,,C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,f296b21d609b9a5ea1d7a9191c9311a6ac565ab3
QQMOCUDUISYUKW-PKSOQXRJNA-N,CHEMBL249509,1956,A,6.9,chembl20,458089,9606,EGFR,1260,"InChI=1/C16H9ClFN3/c1-2-10-3-6-15-12(7-10)16(20-9-19-15)21-11-4-5-14(18)13(17)8-11/h1,3-9H,(H,19,20,21)/f/h21H",C1(=CC=C2C(C(NC3=CC(=C(C=C3)F)Cl)=NC=N2)=C1)C#C,,C#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,1b751652463377f1247bae8c969af8048ec5609f
QQQXEUOUDIWAIJ-UHFFFAOYNA-N,CHEMBL63356,1956,A,6.3,chembl20,63758,9606,EGFR,1260,"InChI=1/C14H10N2O2/c17-13-5-10-4-11(9-2-1-3-15-7-9)8-16-12(10)6-14(13)18/h1-8,17-18H",N=1C2=C(C=C(C(=C2)O)O)C=C(C1)C3=CN=CC=C3,,Oc1cc2cc(-c3cccnc3)cnc2cc1O,b0dd9a93aa12980e7896b659dc266f5085487e37
QQRLVNGJKMMEMW-SJABLVOMNA-N,CHEMBL305194,1956,A,7.54,chembl20,66714,9606,EGFR,1260,"InChI=1/C19H13ClFN5O3/c1-8-4-14(19(28)29)25-13(8)6-10-15-16(22-7-23-17(15)26-18(10)27)24-9-2-3-12(21)11(20)5-9/h2-7,25H,1H3,(H,28,29)(H2,22,23,24,26,27)/b10-6-/f/h24,26,28H",C/1(\C=2C(=NC=NC2NC=3C=C(Cl)C(=CC3)F)NC1=O)=C/C=4NC(C(=O)O)=CC4C,,Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8a00b036df75be49793831bffd1d88d14a2fc598
QQTRHLQUUWPNNO-AGEDDRTLNA-N,CHEMBL1272222,1956,A,7.7,chembl20,676221,9606,EGFR,1260,"InChI=1/C20H20N4OS/c1-3-17(25)24-10-9-15-16(11-24)26-20-18(15)19(21-12-22-20)23-13(2)14-7-5-4-6-8-14/h3-8,12-13H,1,9-11H2,2H3,(H,21,22,23)/t13-/m1/s1/f/h23H",N1=CN=C(C=2C=3CCN(CC3SC21)C(=O)C=C)N[C@@H](C4=CC=CC=C4)C,,C=CC(=O)N1CCc2c(sc3ncnc(N[C@H](C)c4ccccc4)c23)C1,3ff286b686292cc28b0de240cbd11e2b0ddfa2d0
QQUXFYAWXPMDOE-GPQMBLKYNA-N,CHEMBL296586,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C16H11BrN2O/c17-9-5-6-14-11(7-9)12-8-15(20)18-13-4-2-1-3-10(13)16(12)19-14/h1-7,19H,8H2,(H,18,20)/f/h18H",C=1C=C2C(=CC1)C3=C(C=4C(N3)=CC=C(C4)Br)CC(=O)N2,,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,1a2681d845cf4dee1e5d5d5f665167279efb16ec
QQWUGDVOUVUTOY-UBXIPSODNA-N,CHEMBL509032,1956,A,8.47,chembl20,774484,9606,EGFR,1260,"InChI=1/C30H40ClN7O3S/c1-21(2)42(39,40)28-8-6-5-7-26(28)33-29-24(31)20-32-30(35-29)34-25-10-9-23(19-27(25)41-4)37-13-11-22(12-14-37)38-17-15-36(3)16-18-38/h5-10,19-22H,11-18H2,1-4H3,(H2,32,33,34,35)/f/h33-34H",C=1(C(=NC(=NC1)NC=2C=CC(=CC2OC)N3CCC(CC3)N4CCN(CC4)C)NC=5C(=CC=CC5)S(C(C)C)(=O)=O)Cl,,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1820a6b545cad5b512ca7817cfd327c6844c57ef
QQYQXWACNBHSDE-QQYWGXKINA-N,CHEMBL293889,1956,A,5.37,chembl20,65135,9606,EGFR,1260,"InChI=1/C32H24Cl2N4O2S2/c1-37-25-15-13-19(33)17-23(25)27(29(39)35-21-9-5-3-6-10-21)31(37)41-42-32-28(30(40)36-22-11-7-4-8-12-22)24-18-20(34)14-16-26(24)38(32)2/h3-18H,1-2H3,(H,35,39)(H,36,40)/f/h35-36H",C1(=C(C=2C=C(Cl)C=CC2N1C)C(NC=3C=CC=CC3)=O)SSC4=C(C5=CC(Cl)=CC=C5N4C)C(NC6=CC=CC=C6)=O,,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,b1c5b178b343a21a9e078074b32d8f48f1c3b669
QRGFKCQWECIWSK-PJQSKVNONA-N,CHEMBL2004311,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C24H23N3O2/c1-14-9-15(2)11-18(10-14)27-24(29)26-17-7-8-19(16(3)12-17)20-5-4-6-21-22(20)13-25-23(21)28/h4-12H,13H2,1-3H3,(H,25,28)(H2,26,27,29)/f/h25-27H",O=C1NCC=2C(C=3C(=CC(NC(=O)NC4=CC(=CC(=C4)C)C)=CC3)C)=CC=CC21,,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C)c2)c1,7f22fd175db4d273619fb6ce05ba6f40be63ea26
QRIUQJQGVYRORZ-AWIDAIFANA-N,CHEMBL595497,1956,N,3.8,chembl20,603361,9606,EGFR,1260,"InChI=1/C18H20N4O2/c1-3-6-11(13-7-4-5-8-14(13)23-2)9-12-10-24-17-15(12)16(19)21-18(20)22-17/h4-5,7-10H,3,6H2,1-2H3,(H4,19,20,21,22)/f/h19-20H2",CCCC(=CC1=COC=2C1=C(N)N=C(N)N2)C3=CC=CC=C3OC,,CCCC(=Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,10e622cb7860f694c7c8ec4b9b88a023a63fd5b2
QRJVSLZNMWIKRS-DZQCGVKKNA-N,CHEMBL1242666,1956,A,6.2,chembl20,654933,9606,EGFR,1260,"InChI=1/C17H16N6O/c1-9(2)23-17-14(16(18)20-8-21-17)15(22-23)10-3-4-12-11(7-24)6-19-13(12)5-10/h3-9,19H,1-2H3,(H2,18,20,21)/f/h18H2",N=1C=NC=2N(C(C)C)N=C(C3=CC=C4C(NC=C4C=O)=C3)C2C1N,,CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21,339ab763ec67dce9121d7c6ea18eee4d9a027a4e
QRMCZLGDRXISCZ-MPIMZMORNA-N,CHEMBL589589,1956,A,6.12,chembl20,611747,9606,EGFR,1260,"InChI=1/C20H24Cl2N2O/c1-15(2)16-3-7-18(8-4-16)23-20(25)17-5-9-19(10-6-17)24(13-11-21)14-12-22/h3-10,15H,11-14H2,1-2H3,(H,23,25)/f/h23H",C=1C=C(NC(C2=CC=C(C=C2)N(CCCl)CCCl)=O)C=CC1C(C)C,,CC(C)c1ccc(NC(=O)c2ccc(N(CCCl)CCCl)cc2)cc1,8a9b9336107b7a6f0ab1bc866ce3f29bfce208f9
QROTXBMVKQDLPG-QRSULLFQNA-N,CHEMBL113985,1956,A,5.27,chembl20,753968,9606,EGFR,1260,"InChI=1/C25H24BrN5O3/c1-33-22-14-20(29-23(32)6-3-7-31-8-10-34-11-9-31)13-21-24(17(15-27)16-28-25(21)22)30-19-5-2-4-18(26)12-19/h2-6,12-14,16H,7-11H2,1H3,(H,28,30)(H,29,32)/b6-3+/f/h29-30H",C1=2C(=C(C#N)C=NC1=C(OC)C=C(C2)NC(/C=C/CN3CCOCC3)=O)NC4=CC(Br)=CC=C4,,COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,edcb9932f7b67d96323e14b1cdf95f0c8518fcdc
QROVWKAFYCXVFM-UHFFFAOYNA-N,CHEMBL3263364,1956,A,5.26,chembl20,1348544,9606,EGFR,1260,"InChI=1/C23H19N3O2S/c1-28-17-11-9-16(10-12-17)20-13-21(26(25-20)23-24-22(27)14-29-23)19-8-4-6-15-5-2-3-7-18(15)19/h2-12,14,21,27H,13H2,1H3",C=1C(=CC=C(C1)C=2CC(N(N2)C3=NC(=CS3)O)C4=C5C(=CC=C4)C=CC=C5)OC,,COc1ccc(C2=NN(c3nc(O)cs3)C(c3cccc4ccccc34)C2)cc1,fbfeee4cfc40a8574cdff50c92300adbceba5417
QROZNTBKLCEHDK-UHFFFAOYNA-N,CHEMBL383030,1956,A,5.12,chembl20,331137,9606,EGFR,1260,"InChI=1/C27H23NO6/c1-28(2)13-8-14-33-24-17-11-6-7-12-18(17)25-19(21(24)27(31)32-3)20-22(29)15-9-4-5-10-16(15)23(30)26(20)34-25/h4-7,9-12H,8,13-14H2,1-3H3",O1C2=C3C=CC=CC3=C(C(=C2C=4C(C5=CC=CC=C5C(C41)=O)=O)C(=O)OC)OCCCN(C)C,,COC(=O)c1c(OCCCN(C)C)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,4bf43c8a3fa15d7704ec2c4910f8d6b81fbd759a
QRUARRFEABCHAH-LELJVTLKNA-N,CHEMBL410253,1956,A,8.25,chembl20,468986,9606,EGFR,1260,"InChI=1/C22H29N7/c1-17-5-3-6-20(27-22-18-15-23-9-7-19(18)25-16-26-22)21(17)24-8-4-10-29-13-11-28(2)12-14-29/h3,5-7,9,15-16,24H,4,8,10-14H2,1-2H3,(H,25,26,27)/f/h27H",N=1C=CC2=NC=NC(=C2C1)NC3=CC=CC(C)=C3NCCCN4CCN(CC4)C,,Cc1cccc(Nc2ncnc3ccncc23)c1NCCCN1CCN(C)CC1,a7b95a8e2b329916b6b6881ebac450aad053e19a
QRXFAXRPVACYCY-IGBJZSFZNA-N,68669354,1956,A,8.00877,pubchem,689678,9606,EGFR,1260,"InChI=1/C24H23Cl2N5O4S/c1-15(36(2,33)34)24(32)27-9-11-31-10-8-20-22(31)23(29-14-28-20)30-17-6-7-21(19(26)13-17)35-18-5-3-4-16(25)12-18/h3-8,10,12-14,33-34H,2,9,11H2,1H3,(H,27,32)(H,28,29,30)/f/h27,30H",ClC=1C=C(NC=2N=CN=C3C2N(CCNC(=O)C(=S(O)(O)=C)C)C=C3)C=CC1OC4=CC(Cl)=CC=C4,,C=S(O)(O)=C(C)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,ac1d639cbeb158889d88d2c0babfc02050296b91
