MOL_smiles,pIC50,Gene_Symbol,Original_Entry_ID
CC(COC(=O)c1ccc(-c2ccc(-c3ccccc3)cc2O)cc1)CC(C)(C)C,4.87,EGFR,CHEMBL346637
COCCOC1CCC(n2nc(-c3ccc(Nc4nc5cc(C)cc(Cl)c5o4)cc3)c3c(N)ncnc32)CC1,6.3,EGFR,CHEMBL1987054
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1,7.8,EGFR,CHEMBL1991429
COC(=O)c1c(OC(C)=O)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,4.14,EGFR,CHEMBL202158
O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12,4.6,EGFR,CHEMBL1363184
c1ccc(CNc2nc3ccc(-c4ccncc4)cc3s2)cc1,5.7,EGFR,CHEMBL1983534
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCCN(C)C,8.7,EGFR,CHEMBL56936
Clc1cc(Nc2ncnc3cccc(OC4CCOCC4)c23)ccc1OCc1ccccn1,5.62,EGFR,CHEMBL193578
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,5.7,EGFR,CHEMBL38380
COc1cc2ncnc(/N=N/c3ccc(F)c(Cl)c3)c2cc1OC,6.14,EGFR,CHEMBL92006
Cc1ccc(C2=NN(C(N)=S)C(c3ccc(Br)cc3)C2)cc1C,5.66,EGFR,CHEMBL1173457
CCS(=O)(=O)c1ccc(-c2cncc3sc(C(N)=O)cc23)cc1,5.7,EGFR,CHEMBL2000104
Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,5.7,EGFR,CHEMBL2007064
CN1CCN(CCCNc2c(Br)cccc2Nc2ncnc3ccncc23)CC1,8.3,EGFR,CHEMBL271532
COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,4.3,EGFR,CHEMBL299763
CCOC(=O)C(C=Nc1ccc2ncnc(Nc3ccc(O)cc3)c2c1)C(=O)OCC,5.6,EGFR,CHEMBL2347230
CCCOc1c(C(=O)OC)c2c3c(oc2c2ccccc12)C(=O)c1ccccc1C3=O,4.5,EGFR,CHEMBL202216
CCN1CCN(CCCC#Cc2c(C)ncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)CC1,8.05,EGFR,CHEMBL1683974
Cc1[nH]c2ncnc(Nc3ccc(F)cc3)c2c1C,6.25,EGFR,CHEMBL73710
O=C(c1cc2cc(O)ccc2[nH]1)c1cc2cc(O)ccc2[nH]1,4.6,EGFR,CHEMBL377193
C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1,9.4,EGFR,CHEMBL51741
CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.4,EGFR,CHEMBL92812
Cc1cc(OC2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,5.7,EGFR,CHEMBL2001224
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,5.96,EGFR,CHEMBL56219
N#C/C(=C/c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,5.0,EGFR,CHEMBL520493
CCN(CC)CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,6.06,EGFR,CHEMBL3237930
COc1cc2ncnc(Nc3cnc4ccccc4n3)c2cc1OC,6.11,EGFR,CHEMBL330668
CN(C)CCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.21,EGFR,CHEMBL245868
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,5.45,EGFR,CHEMBL83
CC(=NNC(=N)N)c1cc(NC(=O)c2cccc(C(=O)Nc3cc(C(C)=NNC(=N)N)cc(C(C)=NNC(=N)N)c3)c2)cc(C(C)=NNC(=N)N)c1,5.7,EGFR,CHEMBL2000685
C=CC(=O)Nc1ccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)cc1,7.09,EGFR,CHEMBL1172773
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,7.53,EGFR,CHEMBL507329
O=C(O[C@@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,7.4,EGFR,CHEMBL450109
O=C(O[C@H]1CN[C@@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,7.3,EGFR,CHEMBL450396
O=C(O[C@@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1)N1CCOCC1,7.1,EGFR,CHEMBL447365
CN1CCN(C=CCC(=O)N2CCc3c(sc4ncnc(N[C@H](CO)c5ccccc5)c34)C2)CC1,7.05,EGFR,CHEMBL1271507
CCN(CC)CC#Cc1ccc2c(c1)-c1n[nH]c(-c3ccc(C#N)nc3)c1C2,5.7,EGFR,CHEMBL2007044
NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5ccccn5)c4)c23)CC1,7.33,EGFR,CHEMBL247914
N#C/C(=C\c1c[nH]c2ccccc12)C(N)=O,5.19,EGFR,CHEMBL66390
Cc1nn(-c2ccccc2)c2c1c(=O)c1cc(Cl)ccc1n2O,5.7,EGFR,CHEMBL379835
CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O,5.7,EGFR,CHEMBL1986263
O=C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccccc1,4.92,EGFR,CHEMBL1828870
CN(C)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,7.0,EGFR,CHEMBL247309
COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1,6.13,EGFR,CHEMBL355019
COc1cccc(/C=C/C(=N/NC(N)=S)c2ccccc2)c1,4.96,EGFR,CHEMBL1830262
CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,5.35,EGFR,CHEMBL106232
C=CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.43,EGFR,CHEMBL281467
O=S(=O)(CCSc1nnc(O)n1-c1ccc(OCc2ccccc2)cc1)c1cccc(C(F)(F)F)c1,4.05,EGFR,CHEMBL460914
Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,5.18,EGFR,CHEMBL56236
O=[N+]([O-])c1ccc2sc3c(Nc4ccccc4)ncnc3c2c1,7.24,EGFR,CHEMBL544868
C#Cc1cccc(NC(=O)c2cccc(NC(=O)CCCCCC(=O)NO)c2)c1,5.21,EGFR,CHEMBL2047027
C[SH](=O)(O)N=CCOc1cncc(-c2ccc3cnccc3c2)c1,5.7,EGFR,CHEMBL1964804
Nc1nc(Nc2cccc(Br)c2)c2c(n1)[nH]c1ccccc12,6.83,EGFR,CHEMBL345988
O=C(OCCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,6.4,EGFR,CHEMBL435902
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1,9.39,EGFR,CHEMBL2029429
COCCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.32,EGFR,CHEMBL3092323
Nc1cccc2c1sc1c(Nc3cccc(Br)c3)ncnc12,8.57,EGFR,CHEMBL151593
Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,5.7,EGFR,CHEMBL260135
CN1CCN(c2cccc(Nc3nccc(-c4c(C(N)=O)nc5ccccn45)n3)c2)CC1,5.7,EGFR,CHEMBL1971245
O=C(NCc1ccc(Br)cc1)Nc1ccc2n[nH]cc2c1,5.7,EGFR,CHEMBL1970709
ClCCNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.0,EGFR,CHEMBL181617
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=N/OCCN1CCOCC1,7.17,EGFR,CHEMBL1683958
COc1cc2ncc(C#N)c(Nc3cccc(C(F)(F)F)c3)c2cc1OC,5.84,EGFR,CHEMBL109503
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(Cl)cc4)nc32)c1,7.33,EGFR,CHEMBL2437458
COc1cccc(Nc2ccnc(Nc3cccc(OC)c3)n2)c1,5.11,EGFR,CHEMBL1947045
NC(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,6.37,EGFR,CHEMBL251549
COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(O)c3)ncnc2cc1OCCCN1CCN(C)CC1,6.96,EGFR,CHEMBL606466
Cc1ccc(CNC2C(=O)C(=O)C2=Nc2ccncc2)cc1,5.7,EGFR,CHEMBL1994864
C=S(O)(O)=CCNCc1cc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)cs1,8.52,EGFR,CHEMBL474431
O=C(Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O)NOCc1ccccc1,4.3,EGFR,CHEMBL352591
COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1,4.6,EGFR,CHEMBL80713
COc1cc(Nc2nccc(-c3ccc(N4CCNCC4)nc3)n2)cc(OC)c1OC,5.77,EGFR,CHEMBL322066
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccccc1F,4.57,EGFR,CHEMBL1172877
COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,4.87,EGFR,CHEMBL472942
Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,7.54,EGFR,CHEMBL1630115
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN(C)C)cnc(N)c34)cc2)c1,5.7,EGFR,CHEMBL1979883
C#Cc1cccc(Nc2ncnn3ccc(COC[C@@H]4CNCCO4)c23)c1,6.17,EGFR,CHEMBL1645465
CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,8.96,EGFR,CHEMBL358934
Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,5.7,EGFR,CHEMBL1971943
C=CC(=O)C(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.77,EGFR,CHEMBL491083
CO[C@H]1[C@@H](N(C)C(=O)CNC(=O)OC(C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.46,EGFR,CHEMBL335931
CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21,5.15,EGFR,CHEMBL1241950
COC(=O)c1c(-c2ccc(NC(=O)Nc3ccccc3)cc2)c2c(N)ncnn2c1C,5.7,EGFR,CHEMBL1977041
O=C(Nc1cnccn1)Nc1ccnc2c(F)cccc12,5.7,EGFR,CHEMBL1975647
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(CSC2)C1,7.32,EGFR,CHEMBL2425094
Nc1ccc(-c2cncc(OCC(N)Cc3c[nH]c4ccccc34)c2)cc1C(=O)c1ccccc1,5.7,EGFR,CHEMBL1972125
COc1cc(C2=C(c3cc[nH]c3)C(=O)NC2=O)cc(OC)c1OC,5.6,EGFR,CHEMBL201512
Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,6.7,EGFR,CHEMBL186001
C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,4.69,EGFR,CHEMBL1630578
Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,8.82,EGFR,CHEMBL165731
COc1cc2c(N(C)c3ccc(-c4nc5ccccc5s4)c(OC)c3)ncnc2cc1OCCCN1CCN(C)CC1,5.85,EGFR,CHEMBL593770
Cc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2c2nc(-c3ccccc3)cs2)cc1,5.57,EGFR,CHEMBL1821865
CCCCCCCCc1ccc(O)cc1,4.79,EGFR,CHEMBL195437
CO/N=C/c1c(N)ncnc1Nc1ccc2[nH]ncc2c1,6.51,EGFR,CHEMBL255866
CCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5.3,EGFR,CHEMBL599145
C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)CC=CN2CCN(C)CC2)CCO4)c1,7.8,EGFR,CHEMBL3114689
CCCCN(Cc1cc(Br)cc(Br)c1O)C(=S)Nc1ccccc1,4.5,EGFR,CHEMBL589590
O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1,5.7,EGFR,CHEMBL336961
CNC(=S)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4.9,EGFR,CHEMBL337035
CN1CCN(CCC(=O)Nc2ccc3c(C#N)cnc(Nc4cccc(Br)c4)c3c2)CC1,5.89,EGFR,CHEMBL1641992
Nc1nccc2cnc(-c3ccccc3)n12,4.7,EGFR,CHEMBL1969156
C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)N(C)C)cc2)cc1,6.15,EGFR,CHEMBL552634
C=NNNc1ccc2ncnc(NCc3ccccc3)c2c1,6.47,EGFR,CHEMBL137788
C#CCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.6,EGFR,CHEMBL592216
CC(C)(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)(C)C)c1O,5.1,EGFR,CHEMBL89505
CN(C)c1cccc(CNc2ncnc3cc(N)ncc23)c1,5.0,EGFR,CHEMBL333045
O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)c1cccc2c1OCCO2,5.89,EGFR,CHEMBL2070194
COCCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCCOC,5.96,EGFR,CHEMBL109515
C[C@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,5.32,EGFR,CHEMBL1241579
C[C@@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,5.04,EGFR,CHEMBL1240544
COc1cc2c(cc1OC)Nc1ncnc(O)c1C2,4.12,EGFR,CHEMBL414013
Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,6.59,EGFR,CHEMBL1081312
O=c1oc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc2n1CCCN1CCOCC1,7.11,EGFR,CHEMBL2064372
O=C(O)/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.43,EGFR,CHEMBL510396
Nc1ccccc1NC(=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,8.55,EGFR,CHEMBL1630112
Cc1cc(C)cc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,5.7,EGFR,CHEMBL371206
CO[C@@H]1[C@H](N(C)C(=O)CCC(=O)NCCC(=O)NCCC(=O)NCCC(N)=O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c[nH]c(O)c4c4c5ccccc5n2c4c31,6.37,EGFR,CHEMBL595546
O=C(NCCN1CCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,7.17,EGFR,CHEMBL3092308
O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1,4.3,EGFR,CHEMBL1081198
O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1,6.0,EGFR,CHEMBL1090364
O=C(NCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,6.0,EGFR,CHEMBL341946
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)nc4)c3s2)C1)N1CCOCC1,5.59,EGFR,CHEMBL449949
Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CN6CCOCC6)cc5)sc34)ccc2[nH]1,5.9,EGFR,CHEMBL311111
CCOCn1cc(-c2c[nH]c(O)c2-c2cc(OC)c(OC)c(OC)c2)c2ccccc21,4.66,EGFR,CHEMBL486437
CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.15,EGFR,CHEMBL419022
CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.84,EGFR,CHEMBL136102
COc1cc(/C=C2\CCC/C(=C\c3ccc(O)c(O)c3)C2=O)cc(OC)c1,6.4,EGFR,CHEMBL2316151
Cn1cc(C=C2C(=O)Nc3cccnc32)c2ccccc21,5.7,EGFR,CHEMBL1516890
CS(=O)(=O)CCNCc1cc(-c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2)cs1,7.2,EGFR,CHEMBL475599
N#CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,8.52,EGFR,CHEMBL473429
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCOCC5)cc4)nc32)c1,8.16,EGFR,CHEMBL2437460
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(NC2CC2)nc1,7.36,EGFR,CHEMBL3234747
CC(C(=O)/C=C/C(=O)NCCCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.84,EGFR,CHEMBL460894
Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1,7.62,EGFR,CHEMBL133023
CS(=O)(=O)CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.59,EGFR,CHEMBL215171
COc1cccc(/C=C/C(=O)OCCn2c([N+](=O)[O-])cnc2C)c1,4.86,EGFR,CHEMBL1173014
COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCN(C(C)C)CC1)CC2,5.95,EGFR,CHEMBL505915
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,6.47,EGFR,CHEMBL179313
O=C(/C=C/c1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,5.92,EGFR,CHEMBL1812431
CC(=O)O/N=C1\C(C2C(=O)Nc3cc(Br)ccc32)=Nc2ccccc21,4.6,EGFR,CHEMBL2218941
O=C(Cc1cc(NCc2cc(O)ccc2O)ccc1O)NOCc1ccccc1,6.0,EGFR,CHEMBL352589
C=NNNc1ccc2ncnc(N(C)c3ccccc3)c2c1,5.1,EGFR,CHEMBL135592
CC(C)n1nc(-c2ccc(C(N)=O)c(Cl)c2)c2c(N)ncnc21,4.0,EGFR,CHEMBL1241862
CCN(CC)CCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,5.87,EGFR,CHEMBL50470
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN(C)[C@H](C)C(N)=O,8.05,EGFR,CHEMBL517130
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN(C)[C@@H](C)C(N)=O,8.1,EGFR,CHEMBL461968
O=C(Nc1ccc(F)cc1)c1ccc(N(CCCl)CCCl)cc1,5.76,EGFR,CHEMBL592711
Cc1ccc(OCC(=O)N/N=C/c2c(OC(=O)c3ccccc3)ccc3ccccc23)cc1,3.79,EGFR,CHEMBL2147322
Cc1ccc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)cc1,5.7,EGFR,CHEMBL1972576
O=C1NN=C(Cc2ccc(F)c(C(=O)N3CCN(c4ncccn4)CC3)c2)C2CCC=CC12,5.7,EGFR,CHEMBL1986530
Brc1cnc2[nH]cc(-c3ccccc3)c2c1,5.7,EGFR,CHEMBL1992634
COc1cc2ncnc(Nc3cc(F)cc(C(F)(F)F)c3)c2cc1OC,7.72,EGFR,CHEMBL1203936
CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,5.9,EGFR,CHEMBL565612
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO,8.3,EGFR,CHEMBL299893
COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,5.48,EGFR,CHEMBL242740
COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](C5CCN(C)CC5)CC4)c4ncnc(N)c34)cc2[nH]1,7.24,EGFR,CHEMBL2374458
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(CCO)CCO,7.46,EGFR,CHEMBL56505
C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1cccc(F)c1,8.05,EGFR,CHEMBL1914660
Clc1csc2ncnc(Nc3ccccc3)c12,6.5,EGFR,CHEMBL1986139
CC(C)NCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,3.6,EGFR,CHEMBL2262408
CNC(=O)c1ncccc1Nc1nc(Nc2cc3c(cc2OC)CCCN3C(=O)CN(C)C)nc2[nH]ccc12,6.89,EGFR,CHEMBL1895450
Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,9.6,EGFR,CHEMBL53426
Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(-c4ccccc4)cc3)[nH]c2n1,5.21,EGFR,CHEMBL1956887
N#C/C(=C\c1ccc(F)cc1)C(=O)O,3.08,EGFR,CHEMBL78184
Cc1nc2c(sc3c(Br)ccc(Cl)c32)c(=O)o1,5.7,EGFR,CHEMBL1974702
O=C1C(=O)C(NCCc2ccc(Oc3ccccc3)cc2)C1=Nc1ccncc1,5.7,EGFR,CHEMBL1999321
C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.57,EGFR,CHEMBL137082
CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC,5.96,EGFR,CHEMBL126974
Fc1ccc(Nc2ncnc3sc4c(c23)CCC4)cc1F,7.35,EGFR,CHEMBL1557669
COC(=O)c1c(O)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,4.13,EGFR,CHEMBL383237
CO/N=C/c1c(N)ncnc1Nc1cccc(Br)c1,7.62,EGFR,CHEMBL402149
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(COc3no[n+](O)c3S(=O)(=O)c3ccccc3)c2)n1,6.89,EGFR,CHEMBL2408828
Cn1c(SSc2c(CCCC(=O)O)c3ccccc3n2C)c(CCCC(=O)O)c2ccccc21,5.08,EGFR,CHEMBL82214
OCCNc1cc2cc(-c3cccnc3)ccc2cn1,5.7,EGFR,CHEMBL1990912
Nc1nc(Nc2cccc(Br)c2)c2ccn(Cc3ccccc3)c2n1,3.78,EGFR,CHEMBL1956888
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,6.66,EGFR,CHEMBL574738
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC(O)C1,7.59,EGFR,CHEMBL2425090
COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.59,EGFR,CHEMBL53062
O=C(CCCc1ccc(-c2ccccc2F)cc1)Nc1ccc(O)cc1,4.6,EGFR,CHEMBL235658
Cn1nc2c3c(cccc31)C(=O)c1ccccc1-2,4.6,EGFR,CHEMBL1802485
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1ccc(Cl)cc1,5.6,EGFR,CHEMBL371025
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,5.63,EGFR,CHEMBL114490
OS(O)(=CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)=CC(F)(F)F,7.68,EGFR,CHEMBL2437227
O=C(NC(CO)c1ccccc1)N1CC=C(c2c[nH]c3ncccc23)CC1,5.7,EGFR,CHEMBL1964937
CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCN1CCNCC1,7.68,EGFR,CHEMBL565714
CCCCCCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,6.5,EGFR,CHEMBL598520
CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(=O)CC)c3c2)cc1,5.7,EGFR,CHEMBL1972221
C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(F)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.24,EGFR,CHEMBL3219347
O=C(C#CCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,8.77,EGFR,CHEMBL204085
C#CCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,7.06,EGFR,CHEMBL591039
COc1ccc(/C=C/C(=N/NC(N)=S)c2ccccc2)cc1,4.83,EGFR,CHEMBL1830268
COC(=O)c1c(OCc2ccc(C(F)(F)F)cc2)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,4.4,EGFR,CHEMBL383280
CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN)=N1,4.32,EGFR,CHEMBL1077095
O=C(/C=C/c1ccccc1[N+](=O)[O-])Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.03,EGFR,CHEMBL1812571
O=C1NC(=O)N(CCc2ccccc2)/C1=C/c1cccc(Cl)c1,4.88,EGFR,CHEMBL211518
COc1ccc(C2CC(c3ccc(F)cc3)=NN2c2nc(O)cs2)cc1,4.97,EGFR,CHEMBL1958030
COC[C@H]1Oc2cc3ncnc(Nc4cccc(Cl)c4)c3cc2O[C@@H]1COC,8.0,EGFR,CHEMBL461792
CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,7.96,EGFR,CHEMBL90013
CCCc1cc(-c2ccc3[nH]ncc3c2)on1,5.7,EGFR,CHEMBL1682359
O=C(CCCc1c(SSc2[nH]c3ccccc3c2CCCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,4.0,EGFR,CHEMBL156555
Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc[nH]5)cc34)cc2Cl)c1,6.94,EGFR,CHEMBL475600
COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.47,EGFR,CHEMBL39715
